NO,부품품번,부품등급_금액,부품등급_단가,부품등급_수량,4개월금액,단가,4개월수량,입고거래처,출고거래처,단위,구 분,1/1,1/2,1/3,1/4,1/5,1/6,1/7,1/8,1/9,1/10,1/11,1/12,1/13,1/14,1/15,1/16,1/17,1/18,1/19,1/20,1/21,1/22,1/23,1/24,1/25,1/26,1/27,1/28,1/29,1/30,1/31,2/1,2/2,2/3,2/4,2/5,2/6,2/7,2/8,2/9,2/10,2/11,2/12,2/13,2/14,2/15,2/16,2/17,2/18,2/19,2/20,2/21,2/22,2/23,2/24,2/25,2/26,2/27,2/28,3/1,3/2,3/3,3/4,3/5,3/6,3/7,3/8,3/9,3/10,3/11,3/12,3/13,3/14,3/15,3/16,3/17,3/18,3/19,3/20,3/21,3/22,3/23,3/24,3/25,3/26,3/27,3/28,3/29,3/30,3/31,4/1,4/2,4/3,4/4,4/5,4/6,4/7,4/8,4/9,4/10,4/11,4/12,4/13,4/14,4/15,4/16,4/17,4/18,4/19,4/20,4/21,4/22,4/23,4/24,4/25,4/26,4/27,4/28,4/29,4/30
3,AKC73369912,A,A,A,1405267248,12466,112728,,,EA,발주예측,1040.0,832.0,1456.0,,,2496.0,2080.0,1040.0,,624.0,,,832.0,1040.0,1456.0,832.0,1456.0,,,1040.0,832.0,1456.0,2080.0,2080.0,2080.0,,1872.0,1040.0,1040.0,832.0,832.0,832.0,,1040.0,2080.0,2080.0,2080.0,1456.0,832.0,,,,,624.0,1248.0,1248.0,208.0,2080.0,1456.0,1456.0,1872.0,1456.0,,,,2080.0,1872.0,1248.0,1248.0,,,1872.0,1248.0,1040.0,624.0,1040.0,,,2080.0,2080.0,1872.0,1664.0,1872.0,,208.0,2288.0,2080.0,1456.0,1248.0,1248.0,,,1664.0,1456.0,1456.0,832.0,1456.0,,,1456.0,1664.0,1456.0,1040.0,,,,2080.0,1664.0,1456.0,1664.0,1664.0,,,1664.0,1664.0,,,,,,,,,,,,,,,
3,AKC73369912,A,A,A,1405267248,12466,112728,,,EA,재고계획,6046.0,5006.0,5630.0,7710.0,6878.0,6046.0,5838.0,6462.0,5006.0,5006.0,7502.0,7502.0,6046.0,5006.0,5630.0,5006.0,5006.0,5838.0,6046.0,6462.0,5838.0,6462.0,5006.0,5006.0,6046.0,5838.0,6462.0,7086.0,7294.0,7086.0,5006.0,6878.0,6046.0,6046.0,5838.0,5838.0,5838.0,5006.0,6046.0,7086.0,7086.0,7086.0,6462.0,5838.0,5006.0,5006.0,5006.0,5006.0,5630.0,6254.0,6254.0,5214.0,7294.0,6462.0,6462.0,6878.0,6462.0,5006.0,5006.0,5006.0,7086.0,6878.0,6254.0,6254.0,5006.0,5006.0,6878.0,6254.0,6046.0,5630.0,6046.0,5006.0,5006.0,7086.0,7294.0,6878.0,6670.0,6878.0,5006.0,5214.0,7502.0,7294.0,6462.0,6254.0,6254.0,5006.0,5006.0,6670.0,6462.0,6462.0,5838.0,6462.0,5006.0,5006.0,6462.0,6670.0,6462.0,6046.0,5006.0,5006.0,5006.0,7086.0,6670.0,6462.0,6678.0,6678.0,5014.0,5014.0,6678.0,6678.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0
3,AKC73369912,A,A,A,1405267248,12466,112728,,,EA,재고,6046.0,5006.0,5630.0,7710.0,6878.0,6046.0,5838.0,6462.0,5006.0,5006.0,7502.0,7502.0,6046.0,5006.0,5630.0,5006.0,5006.0,5838.0,6046.0,6462.0,5838.0,6462.0,5006.0,5006.0,6046.0,5838.0,6462.0,7086.0,7294.0,7086.0,5006.0,6878.0,6046.0,6046.0,5838.0,5838.0,5838.0,5006.0,6046.0,7086.0,7086.0,7086.0,6462.0,5838.0,5006.0,5006.0,5006.0,5006.0,5630.0,6254.0,6254.0,5214.0,7294.0,6462.0,6462.0,6878.0,6462.0,5006.0,5006.0,5006.0,7086.0,6878.0,6254.0,6254.0,5006.0,5006.0,6878.0,6254.0,6046.0,5630.0,6046.0,5006.0,5006.0,7086.0,7294.0,6878.0,6670.0,6878.0,5006.0,5214.0,7502.0,7294.0,6462.0,6254.0,6254.0,5006.0,5006.0,6670.0,6462.0,6462.0,5838.0,6462.0,5006.0,5006.0,6462.0,6670.0,6462.0,6046.0,5006.0,5006.0,5006.0,7086.0,6670.0,6462.0,6678.0,6678.0,5014.0,5014.0,6678.0,6678.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0,5014.0
3,AKC73369912,A,A,A,1405267248,12466,112728,,,EA,안전재고,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0
4,MKK62142401,A,B,A,1256552000,11000,114232,,,EA,입고,1500.0,,1000.0,2000.0,2000.0,1500.0,1000.0,1500.0,,500.0,2500.0,2000.0,1500.0,,1000.0,,,1000.0,1500.0,1500.0,1000.0,2000.0,,,1500.0,1000.0,1500.0,2500.0,2500.0,2000.0,,2000.0,1500.0,1500.0,1000.0,1000.0,1000.0,,2000.0,2500.0,2500.0,2000.0,1500.0,1000.0,,,,,1000.0,2000.0,1500.0,500.0,2000.0,2000.0,2000.0,2000.0,1500.0,,,500.0,2000.0,2000.0,1500.0,1500.0,,,2000.0,1500.0,1500.0,1000.0,1500.0,,,2500.0,2000.0,2000.0,2000.0,2000.0,,500.0,2500.0,2000.0,1500.0,1500.0,1500.0,,,2000.0,1500.0,1500.0,1000.0,1500.0,,,1500.0,2000.0,1500.0,1500.0,,,500.0,2000.0,2000.0,1500.0,2000.0,2000.0,,,2000.0,2000.0,,,,,,,,,,
4,MKK62142401,A,B,A,1256552000,11000,114232,,,EA,생산,0.0,1082.0,0.0,0.0,2704.0,1872.0,1040.0,832.0,1456.0,0.0,0.0,2152.0,2496.0,1040.0,0.0,770.0,0.0,0.0,832.0,1040.0,1456.0,932.0,1578.0,0.0,0.0,1040.0,832.0,1456.0,1872.0,2288.0,2080.0,0.0,1872.0,1040.0,1040.0,832.0,832.0,837.0,0.0,1040.0,2080.0,2140.0,2080.0,1456.0,832.0,0.0,0.0,0.0,0.0,824.0,1548.0,1248.0,0.0,2288.0,1582.0,1521.0,1872.0,1456.0,0.0,0.0,0.0,2080.0,1872.0,1248.0,1264.0,0.0,0.0,1872.0,1248.0,1040.0,786.0,1040.0,0.0,0.0,1882.0,2288.0,1872.0,1669.0,1872.0,0.0,0.0,2288.0,2288.0,1456.0,1248.0,1286.0,0.0,0.0,1679.0,1456.0,1466.0,832.0,1456.0,0.0,0.0,1466.0,1664.0,1456.0,1040.0,0.0,0.0,0.0,2080.0,1664.0,1448.0,1664.0,1664.0,0.0,0.0,1664.0,1664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,MKK62142401,A,B,A,1256552000,11000,114232,,,EA,결품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MKK62142401,A,B,A,1256552000,11000,114232,,,EA,불량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MKK62142401,A,B,A,1256552000,11000,114232,,,EA,발주예측,1500.0,1000.0,1500.0,,500.0,2500.0,2000.0,1500.0,,1000.0,,,1000.0,1500.0,1500.0,1000.0,2000.0,,,1500.0,1000.0,1500.0,2500.0,2500.0,2000.0,,2000.0,1500.0,1500.0,1000.0,1000.0,1000.0,,2000.0,2500.0,2500.0,2000.0,1500.0,1000.0,,,,,1000.0,2000.0,1500.0,500.0,2000.0,2000.0,2000.0,2000.0,1500.0,,,500.0,2000.0,2000.0,1500.0,1500.0,,,2000.0,1500.0,1500.0,1000.0,1500.0,,,2500.0,2000.0,2000.0,2000.0,2000.0,,500.0,2500.0,2000.0,1500.0,1500.0,1500.0,,,2000.0,1500.0,1500.0,1000.0,1500.0,,,1500.0,2000.0,1500.0,1500.0,,,500.0,2000.0,2000.0,1500.0,2000.0,2000.0,,,2000.0,2000.0,,,,,,,,,,,,,,,
4,MKK62142401,A,B,A,1256552000,11000,114232,,,EA,재고계획,6808.0,5726.0,6726.0,8726.0,8022.0,7650.0,7610.0,8278.0,6822.0,7322.0,9822.0,9670.0,8674.0,7634.0,8634.0,7864.0,7864.0,8864.0,9532.0,9992.0,9536.0,10604.0,9026.0,9026.0,10526.0,10486.0,11154.0,12198.0,12826.0,12538.0,10458.0,12458.0,12086.0,12546.0,12506.0,12674.0,12842.0,12005.0,14005.0,15465.0,15885.0,15745.0,15165.0,14709.0,13877.0,13877.0,13877.0,13877.0,14877.0,16053.0,16005.0,15257.0,17257.0,16969.0,17387.0,17866.0,17494.0,16038.0,16038.0,16538.0,18538.0,18458.0,18086.0,18338.0,17074.0,17074.0,19074.0,18702.0,18954.0,18914.0,19628.0,18588.0,18588.0,21088.0,21206.0,20918.0,21046.0,21377.0,19505.0,20005.0,22505.0,22217.0,21429.0,21473.0,21725.0,20439.0,20439.0,22439.0,22260.0,22304.0,21838.0,22506.0,21050.0,21050.0,22550.0,23084.0,22920.0,22964.0,21924.0,21924.0,22424.0,24424.0,24344.0,24180.0,24732.0,25068.0,23404.0,23404.0,25404.0,25740.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0
4,MKK62142401,A,B,A,1256552000,11000,114232,,,EA,재고,6808.0,5726.0,6726.0,8726.0,8022.0,7650.0,7610.0,8278.0,6822.0,7322.0,9822.0,9670.0,8674.0,7634.0,8634.0,7864.0,7864.0,8864.0,9532.0,9992.0,9536.0,10604.0,9026.0,9026.0,10526.0,10486.0,11154.0,12198.0,12826.0,12538.0,10458.0,12458.0,12086.0,12546.0,12506.0,12674.0,12842.0,12005.0,14005.0,15465.0,15885.0,15745.0,15165.0,14709.0,13877.0,13877.0,13877.0,13877.0,14877.0,16053.0,16005.0,15257.0,17257.0,16969.0,17387.0,17866.0,17494.0,16038.0,16038.0,16538.0,18538.0,18458.0,18086.0,18338.0,17074.0,17074.0,19074.0,18702.0,18954.0,18914.0,19628.0,18588.0,18588.0,21088.0,21206.0,20918.0,21046.0,21377.0,19505.0,20005.0,22505.0,22217.0,21429.0,21473.0,21725.0,20439.0,20439.0,22439.0,22260.0,22304.0,21838.0,22506.0,21050.0,21050.0,22550.0,23084.0,22920.0,22964.0,21924.0,21924.0,22424.0,24424.0,24344.0,24180.0,24732.0,25068.0,23404.0,23404.0,25404.0,25740.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0,24076.0
4,MKK62142401,A,B,A,1256552000,11000,114232,,,EA,안전재고,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
5,ADC72987155,A,B,A,1033859920,9488,108965,,,EA,입고,1500.0,,1100.0,1500.0,1223.0,1008.0,1008.0,1088.0,,,2090.0,1500.0,708.0,,562.0,,,1008.0,1248.0,1500.0,608.0,1500.0,,,1378.0,763.0,1500.0,1479.0,2012.0,1500.0,,1500.0,1500.0,416.0,1219.0,1500.0,,,1560.0,1500.0,2054.0,2800.0,1500.0,,,,,,,1100.0,1400.0,645.0,1638.0,1500.0,1688.0,1500.0,1500.0,,,359.0,1600.0,1500.0,1500.0,1389.0,,180.0,1500.0,1418.0,720.0,626.0,1500.0,,499.0,1720.0,1720.0,1715.0,2500.0,1500.0,,1068.0,1576.0,1500.0,1220.0,1264.0,1150.0,,394.0,1500.0,1424.0,1093.0,1420.0,1500.0,,414.0,1500.0,1088.0,1180.0,1280.0,,,671.0,1500.0,1224.0,2000.0,1856.0,1500.0,,,1636.0,1500.0,,,,,,,,,,
5,ADC72987155,A,B,A,1033859920,9488,108965,,,EA,생산,0.0,1758.0,0.0,0.0,2600.0,1223.0,1008.0,1008.0,1088.0,0.0,0.0,1194.0,2396.0,708.0,0.0,562.0,0.0,0.0,1008.0,1008.0,1740.0,608.0,1500.0,0.0,0.0,1378.0,288.0,1975.0,1272.0,1707.0,2012.0,0.0,1500.0,1500.0,416.0,1200.0,1519.0,0.0,0.0,1136.0,1924.0,1130.0,2424.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1400.0,0.0,2145.0,1638.0,1188.0,2000.0,1500.0,0.0,0.0,0.0,1859.0,1600.0,1500.0,1389.0,0.0,0.0,1680.0,1418.0,720.0,558.0,1568.0,0.0,0.0,1999.0,1720.0,1720.0,1715.0,2500.0,0.0,0.0,2568.0,1576.0,1220.0,1264.0,1150.0,0.0,0.0,1894.0,1424.0,1093.0,1220.0,1700.0,0.0,0.0,1914.0,1088.0,1180.0,1280.0,0.0,0.0,0.0,2171.0,1076.0,1648.0,2000.0,1856.0,0.0,0.0,1136.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ADC72987155,A,B,A,1033859920,9488,108965,,,EA,결품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ADC72987155,A,B,A,1033859920,9488,108965,,,EA,불량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ADC72987155,A,B,A,1033859920,9488,108965,,,EA,발주예측,1100.0,1500.0,1223.0,1008.0,1008.0,1088.0,,,2090.0,1500.0,708.0,,562.0,,,1008.0,1248.0,1500.0,608.0,1500.0,,,1378.0,763.0,1500.0,1479.0,2012.0,1500.0,,1500.0,1500.0,416.0,1219.0,1500.0,,,1560.0,1500.0,2054.0,2800.0,1500.0,,,,,,,1100.0,1400.0,645.0,1638.0,1500.0,1688.0,1500.0,1500.0,,,359.0,1600.0,1500.0,1500.0,1389.0,,180.0,1500.0,1418.0,720.0,626.0,1500.0,,499.0,1720.0,1720.0,1715.0,2500.0,1500.0,,1068.0,1576.0,1500.0,1220.0,1264.0,1150.0,,394.0,1500.0,1424.0,1093.0,1420.0,1500.0,,414.0,1500.0,1088.0,1180.0,1280.0,,,671.0,1500.0,1224.0,2000.0,1856.0,1500.0,,,1636.0,1500.0,,,,,,,,,,,,
5,ADC72987155,A,B,A,1033859920,9488,108965,,,EA,재고계획,3688.0,1930.0,3030.0,4530.0,3153.0,2938.0,2938.0,3018.0,1930.0,1930.0,4020.0,4326.0,2638.0,1930.0,2492.0,1930.0,1930.0,2938.0,3178.0,3670.0,2538.0,3430.0,1930.0,1930.0,3308.0,2693.0,3905.0,3409.0,4149.0,3942.0,1930.0,3430.0,3430.0,2346.0,3149.0,3449.0,1930.0,1930.0,3490.0,3854.0,3984.0,5654.0,4730.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,3030.0,3330.0,2575.0,4213.0,3568.0,3618.0,3930.0,3430.0,1930.0,1930.0,2289.0,3889.0,3530.0,3430.0,3319.0,1930.0,2110.0,3610.0,3348.0,2650.0,2556.0,3498.0,1930.0,2429.0,4149.0,3870.0,3865.0,4645.0,4430.0,1930.0,2998.0,4574.0,3506.0,3150.0,3194.0,3080.0,1930.0,2324.0,3824.0,3354.0,3023.0,3350.0,3630.0,1930.0,2344.0,3844.0,3018.0,3110.0,3210.0,1930.0,1930.0,2601.0,4101.0,3154.0,4078.0,4286.0,3786.0,1930.0,1930.0,3566.0,3930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0
5,ADC72987155,A,B,A,1033859920,9488,108965,,,EA,재고,3688.0,1930.0,3030.0,4530.0,3153.0,2938.0,2938.0,3018.0,1930.0,1930.0,4020.0,4326.0,2638.0,1930.0,2492.0,1930.0,1930.0,2938.0,3178.0,3670.0,2538.0,3430.0,1930.0,1930.0,3308.0,2693.0,3905.0,3409.0,4149.0,3942.0,1930.0,3430.0,3430.0,2346.0,3149.0,3449.0,1930.0,1930.0,3490.0,3854.0,3984.0,5654.0,4730.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,3030.0,3330.0,2575.0,4213.0,3568.0,3618.0,3930.0,3430.0,1930.0,1930.0,2289.0,3889.0,3530.0,3430.0,3319.0,1930.0,2110.0,3610.0,3348.0,2650.0,2556.0,3498.0,1930.0,2429.0,4149.0,3870.0,3865.0,4645.0,4430.0,1930.0,2998.0,4574.0,3506.0,3150.0,3194.0,3080.0,1930.0,2324.0,3824.0,3354.0,3023.0,3350.0,3630.0,1930.0,2344.0,3844.0,3018.0,3110.0,3210.0,1930.0,1930.0,2601.0,4101.0,3154.0,4078.0,4286.0,3786.0,1930.0,1930.0,3566.0,3930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0
5,ADC72987155,A,B,A,1033859920,9488,108965,,,EA,안전재고,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
6,MCR67986319,A,A,A,932460000,15000,62164,,,EA,입고,2000.0,,,2000.0,2000.0,2000.0,,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,2000.0,,2000.0,2000.0,2000.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,,,,,,,2000.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,2000.0,2000.0,,2000.0,,,2000.0,2000.0,,2000.0,2000.0,,,2000.0,2000.0,,,2000.0,,,2000.0,,,,2000.0,,,2000.0,2000.0,2000.0,,,,,2000.0,,,,,,,,2000.0,2000.0,2000.0,2000.0,,,2000.0,,,,,,,,,,,
6,MCR67986319,A,A,A,932460000,15000,62164,,,EA,생산,0.0,708.0,0.0,0.0,480.0,966.0,572.0,0.0,1310.0,0.0,0.0,1856.0,1080.0,1080.0,1203.0,1356.0,0.0,0.0,1286.0,1200.0,1510.0,1250.0,1080.0,940.0,0.0,360.0,1306.0,1220.0,1769.0,1574.0,960.0,0.0,521.0,0.0,361.0,1008.0,1101.0,660.0,0.0,1200.0,1320.0,1389.0,1434.0,1482.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1008.0,0.0,1200.0,1387.0,1080.0,1510.0,1440.0,600.0,0.0,0.0,1915.0,948.0,0.0,1203.0,0.0,0.0,1230.0,130.0,0.0,380.0,709.0,0.0,0.0,1298.0,411.0,0.0,0.0,470.0,0.0,0.0,600.0,0.0,0.0,0.0,960.0,0.0,0.0,1200.0,1235.0,452.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,669.0,626.0,1020.0,0.0,0.0,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,MCR67986319,A,A,A,932460000,15000,62164,,,EA,결품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MCR67986319,A,A,A,932460000,15000,62164,,,EA,불량,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MCR67986319,A,A,A,932460000,15000,62164,,,EA,발주예측,2000.0,2000.0,2000.0,2000.0,2000.0,,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,2000.0,,2000.0,2000.0,2000.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,,,,,,,2000.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,,,2000.0,2000.0,,2000.0,,,2000.0,2000.0,,2000.0,2000.0,,,2000.0,2000.0,,,2000.0,,,2000.0,,,,2000.0,,,2000.0,2000.0,2000.0,,,,,2000.0,,,,,,,,2000.0,2000.0,2000.0,2000.0,,,2000.0,,,,,,,,,,,,,,,,,,,,,
6,MCR67986319,A,A,A,932460000,15000,62164,,,EA,재고계획,18662.0,17954.0,17954.0,19954.0,21474.0,22508.0,21936.0,23936.0,22626.0,22626.0,24626.0,24770.0,25690.0,26610.0,27407.0,26051.0,26051.0,28051.0,28765.0,29565.0,30055.0,30805.0,31725.0,30785.0,32785.0,34425.0,35119.0,35899.0,36130.0,36556.0,35596.0,37596.0,37075.0,39075.0,40714.0,41706.0,42605.0,41945.0,43945.0,44745.0,45425.0,46036.0,46602.0,45120.0,45120.0,45120.0,45120.0,45120.0,45120.0,47120.0,47920.0,46912.0,48912.0,49712.0,50325.0,51245.0,51735.0,52295.0,51695.0,51695.0,53695.0,53780.0,52832.0,54832.0,53629.0,53629.0,55629.0,56399.0,56269.0,58269.0,59889.0,59180.0,59180.0,61180.0,61882.0,61471.0,61471.0,63471.0,63001.0,63001.0,65001.0,64401.0,64401.0,64401.0,66401.0,65441.0,65441.0,67441.0,68241.0,69006.0,68554.0,68554.0,68554.0,68554.0,70554.0,70389.0,70389.0,70389.0,70389.0,70389.0,70389.0,70389.0,72389.0,73899.0,75230.0,76604.0,75584.0,75584.0,77584.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0
6,MCR67986319,A,A,A,932460000,15000,62164,,,EA,재고,18662.0,17954.0,17954.0,19954.0,21474.0,22508.0,21936.0,23936.0,22626.0,22626.0,24626.0,24770.0,25690.0,26610.0,27407.0,26051.0,26051.0,28051.0,28765.0,29565.0,30055.0,30805.0,31725.0,30785.0,32785.0,34425.0,35119.0,35899.0,36130.0,36556.0,35596.0,37596.0,37075.0,39075.0,40714.0,41706.0,42605.0,41945.0,43945.0,44745.0,45425.0,46036.0,46602.0,45120.0,45120.0,45120.0,45120.0,45120.0,45120.0,47120.0,47920.0,46912.0,48912.0,49712.0,50325.0,51245.0,51735.0,52295.0,51695.0,51695.0,53695.0,53780.0,52832.0,54832.0,53629.0,53629.0,55629.0,56399.0,56269.0,58269.0,59889.0,59180.0,59180.0,61180.0,61882.0,61471.0,61471.0,63471.0,63001.0,63001.0,65001.0,64401.0,64401.0,64401.0,66401.0,65441.0,65441.0,67441.0,68241.0,69006.0,68554.0,68554.0,68554.0,68554.0,70554.0,70389.0,70389.0,70389.0,70389.0,70389.0,70389.0,70389.0,72389.0,73899.0,75230.0,76604.0,75584.0,75584.0,77584.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0,76498.0
6,MCR67986319,A,A,A,932460000,15000,62164,,,EA,안전재고,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0
